Title,Latitude,Longitude
Sheraton Hotel,25.318619227588595,51.5361088800054
Post Office,25.31040937855747,51.51699644232714
National Thatre,25.305178481388598,51.51670131864548
Qatar University,25.375712357770535,51.48876288357164
Fire Station,25.30252387187587,51.507585868223934
